291,"The BJ Alan Company is looking for a Web/Social Media Manager. This position involves maintaining existing company web sites as well as leading
custom web development throughout the entire project life cycle. You will be responsible for the full cycle including application architecture, design
input, site layout/user interface and database design/programming. The right individual for this role will be a motivated and energetic developer who
takes initiative, enjoys finding solutions to a varying number of challenges, is detail oriented and take exreme pride in their work.
The ideal candidate will also be able to step up and help implement strategies for a growing social media presence; help build friends, engagements and
other social interactions. Some knowledge of general marketing, research and analytics will be helpful. The web site and social media are growing
closer and closer, and we are looking for someone to help guide us into that future."
294,"MindFind is currently searching for a Social Media/Community Manager todevelop, recommend and
implement social media opportuni es for the agencies clients. The candidate will work with crea ve & digital
strategy to develop social media response templates and executes community management in the form of
both light touch and in depth responses based on client needs.
The candidate must understand in depth the capabili es of internal social media tools, including but not
limited to Expion, Oracle Social, Netbase. The candidate will research, plan and implement social content
calendars on clients behalf and monitor social cha&er to develop and implement communica ons learnings.
Requirements:
◦Bachelor’s degree in adver sing, marke ng or related field. 1-2 years plus experience and previous digital and
social media experience preferred.
◦Candidate must have a basic understanding of the interac ve space with desire for con nual learning
◦Strong interpersonal skills, including conflict resolu on, consensus-building skills and leadership abili es
◦Knowledge of and experience with tools such as; Google Analy cs, Netbase or other social listening tools,
Oracle Social (SM and/or SEM) or other social management tools"
295,"Job Description:
Fire Station, the in-house Advertising Agency for Roll Global, is seeking a dynamic Social Media Manager
who can implement innovative social media campaigns across multiple brands. This person will be
responsible for managing brand-level social media execution and digital analytics.
The ideal candidate is ready to make an immediate impact on the Interactive Team and has a proven
track record of community engagement and social media outreach. She/he is a social expert who
actively uses current social networking platforms. The candidate is able to gather strategically plan and
execute social campaigns, collect data and metrics, and overlay their insights and analysis.
Responsibilities:
Develop and manage social media campaigns that inspire brand-consumer conversations and
influence conversion
Write strategic social presentations and present to our clients and senior management
Manage the day to day process of content creation working with the design arm of the Interactive
Team
Strategically manage our clients and their multiple editorial calendars, project plans and content
distribution
Utilize third party analytics programs to monitor consumer engagement and brand sentiment
Provide regular reports based on digital analytics and consumer engagement
Build, foster, and renew strong relationships with key clients and agency partners
Work with various departments including Public Relations, Consumer Insights and Marketing
Work experience or training in advertising, Public Relations, online marketing, or similar field
preferred
Buddy Media Platform and/or Radian6 (both now under the Salesforce umbrella) experience a plus
Job Requirements:
Deep understanding of social media expertise at both the strategic and execution level. The ideal
candidate will be a blend of Social Platform Expert, Account/Analytics Manager.
Ability to put together a presentation from forming the objectives to articulating the strategy and
tactics Proven ability to use analytics and metrics to define and optimize social media programs,
and to develop standardized ways of demonstrating performance.
Ability to predict social media trends, and translates technologies, and strategies into plain
English.
Understanding of how Public Relations, Customer Service, Consumer Insights and Marketing apply
to the social ecosystem.
Basic Qualifications
3-5 years of experience working in social media, preferably for a CPG company
Core competencies in content ideation, editorial calendar planning, running online promotions,
project and/or analytics management skills
Extensive professional use of social media
Familiar with Buddy Media, Facebook marketplace ads, Radian6, Google Analytics
Additional Skills / Desired Characteristics
Excellent verbal and written communication
Comfortable working independently, taking lead on projects and contributing in meetings
Self-driven to achieve goals and “get things done”; dedicated work ethic a must
Bachelor’s degree required"
297,"The Social Media Manager develops engaging campaigns that
enhances the Apple Vacations brand, while acting as
community manager for various Apple Vacations social media
sites. Manager is responsible for facilitating efficient
inter-team and staff communication and collaboration, focused
on the flow of information, knowledge, and ROI reporting of
Apple Vacations social media efforts and campaigns.
Essential Duties/Responsibilities:
Work with Director of Apple Vacations Social Media to
create fresh and entertaining campaigns including but
not limited to Facebook, twitter, The Juice, Instagram
and Flickr. Campaigns are to engage, educate and
reward Apple Vacations’ Social Media followers including
both consumers and travel agents.
Create Social Media campaigns to support Apple
Vacations partnerships, traditional and on – line
marketing efforts to sell Apple Vacations risk seats.
Manage Apple Vacations Social Media budget, and code
invoices to ensure any applicable co-op is billed
appropriately.
Act as community manager for all Apple Vacations Social
Media sites including efficient scheduling of ancillary staff
coverage.
Create content for Apple Vacations social media pages
including campaigns, posts, tweets, contests, photos,
and promo codes to ensure we are using social media to
the fullest potential.
Provide monthly reporting including ROI reporting of
Apple Vacations Social Media campaigns.
Editor and blog writer for The Juice.
Represent Apple Vacations at tradeshows and agent
events where Social Media presence is required and
marketing support staff is needed.
Assist RSM’s in training both their BDM’s and their
agents on how to maximize Apple Vacations Social
Media.
Develop programs to maximize both agent use and
engagement with social media.
Develop programs to increase consumer bookings from
social media.
Stay current on Social Media trends, reporting tools and
best practices.
§ Social Media research and projects as assigned.
§ Other duties as assigned.
Job Requirements:
Qualifications:
Experience:
5 years experience with social media in a dynamic
environment. 2-3 years travel industry experience preferred.
Proficiency in Power Point, Word, Excel.
Language:
Ability to read and interpret documents such as contracts,
safety rules, operating instructions, and procedure manuals.
Ability to write routine reports and correspondence. Ability to
speak/write communicate effectively with staff at all levels,
media and vendors; create and deliver presentations.
Abilities:
Analyze, problem solve and trouble shoot issues with emphasis
placed on satisfying the customer and meeting corporate
goals. Well organized and detail oriented with ability to handle
a multitude of tasks and prioritize workload efficiently. Solid
teaching, coaching, counseling and leadership skills in an
environment of constant change required to develop
staff. Ability to motivate a diversified staff. Initiate new ideas
to streamline workflow and improve staff
productivity. Innovative self starter with solid supervisory
skills. Demonstrated ability to see the big picture and provide
useful input across the company.
Solid knowledge of company policy. Strong written and oral
communication skills. Company minded with a professional
attitude, strict adherence to confidentiality and the ability to
relate with staff at all levels of the company."
298,"Manage Social Media marketing campaigns and day-to-day activities including:
Curate relevant content to reach the audience most likely to buy from you.
Write editorial content
Monitor, listen and respond to users in a “Social” way while cultivating leads and sales.
Conduct online advocacy and open stream for cross-promotions.
Develop and expand community and/or blogger outreach efforts.
Oversee design (ie: Facebook Timeline cover, profile pic, thumbnails, ads, landing pages, Twitter profile, and blog).
Design, create and manage promotions and Facebook ad campaigns.
Compile report for management showing results (ROI).
Become an advocate for the Company in Social Media spaces, engaging in dialogues and answering questions where appropriate.
Demonstrate ability to map out marketing strategy and then drive that strategy proven by testing and metrics.
Implement a proactive strategy for capturing customer online reviews. Monitor online ratings and respond accordingly.
Monitor trends in Social Media tools, applications, channels, design and strategy.
Identify threats and opportunities in user generated content surrounding the business, report to appropriate management.
Analyze campaigns and translate anecdotal or qualitative data into recommendations and plans for revising the Social Media campaigns.
Monitor effective benchmarks for measuring the impact of Social Media programs. Analyze, review, and report on effectiveness of
campaigns in an effort to maximize results.

Qualifications and Experience:
Possesses knowledge and experience in the tenets of traditional marketing. Marketing degree is welcomed but not required with relevant
work experience.
Demonstrates creativity and documented immersion in Social Media. (Give links to profiles as examples).
Proficient in content marketing theory and application. Experience sourcing and managing content development and publishing.
Exhibits the ability to jump from the creative side of marketing to analytical side, able to demonstrate why their ideas are analytically
sound.
Displays in-depth knowledge and understanding of Social Media platforms and their respective participants (Facebook, Twitter, Yelp,
Google+Local, YouTube, Instagram, Pinterest etc.) and how each platform can be deployed in different scenarios.
Maintains excellent writing and language skills.
Enjoys a working knowledge of the blogging ecosystem relevant to the Company’s field.
Displays ability to effectively communicate information and ideas in written and video format.
Exceeds at building and maintaining sales relationships, online and off.
Is a Team player with the confidence to take the lead and guide other employees when necessary. (ie: content development, creation and
editing of content, and online reputation management).
Makes evident good technical understanding and can pick up new tools quickly.
Maintains a working knowledge of principles of SEO including keyword research. Highly knowledgeable in the principles of “Search and
Social”.
Possesses functional knowledge and/or personal experience with WordPress.
Demonstrates winning Social Customer Service techniques. Possesses great ability to identify potential negative or crisis situation and
apply conflict resolution principles to mitigate issues."
302,"The Social Media Manager will drive the production of various social media content for front store and
pharmacy campaigns across channels, while ensuring that the CVS/Pharmacy strategy is consistently
communicated throughout. The Social Media Manager will collaborate with agency partners and will work to
establish key relationships for ideation, collaboration and execution of key tactics. This Social Media
Manager will be responsible for the content on various social media channels such as Facebook, Twitter,
YouTube, FourSquare, etc..
- 5+ years of experience in marketing, advertising and/or project management
- 2+ years’ of proven Social Media experience with knowledge and understanding of the core platforms
(Facebook, Twitter, YouTube, FourSquare etc.)
- Solid project management skills and ability to juggle multiple initiatives at one time.
- Strong communication skills, both written and verbal, and propensity for collaboration with internal and
external constituencies.
- Strong analytical and critical thinking skills.
- Highly detail-oriented.
- Self-starter, independent worker, and problem-solver.
- Computer and technical skills including MS Word, Excel, PowerPoint
- Agency experience preferred
- Knowledge of Facebook API, HTML, CSS, Web Services a plus
- Experience in the planning and execution of multi-channel communications campaigns inclusive of
Broadcast, Digital, and print a plus.
- Strong copywriting and creative ideation skills; experience developing social content for a Facebook page
a plus
- Experience in the healthcare, finance or regulatory would be a plus"
303,"The position:
We are actively looking for a creative, motivated, Social Media Manager to join our team in New York.
The Senior Associate / Social Media role is responsible for the ideation, development and implementation of social media initiatives
as part of broader integrated marketing solutions developed for agency clients and the agency itself.
Apply
Overview:
Responsibilities:
Collaborate with cross-functional teams to develop marketing and communications plans that leverage the social media space. You will be a lead
voice on the strategy and own the execution of the ideas.
Responsible for developing content across owned and earned social channels. This could include blog posts, tweets, status updates, pins, photos
and videos.
Creates, manages and grows client and agency presence across social media channels, including, but not limited to blogs, Twitter, Facebook,
Pinterest, LinkedIn, youTube and Instagram.
Leverages measurement tools to provide progress reports and mine insights, while continually finding ways to improve on those metrics through
testing and new initiatives
Qualifications:
Knowledge, Skills and Abilities:
Working knowledge and real-world experience in planning, managing and executing social media initiatives
Real-word experience planning social media programs that span owned (eg Blogs), earned (eg Facebook) and paid (sponsored tweets)
Knowledge of digital marketing best practices and understanding of Digital production processes
Knowledge of social media legal guidelines, including, but not limited to WOMMA and“pay per-post”
Knowledge of Strategic planning and processes for brand management and creative development, including research tools and evaluation of
results, especially as related to 360 ""Integrated Communication Planning"".
Knowledge of media strategy and planning options and the media role in integrated communication.
Strong negotiation skills as both a strategic advisor and direct negotiator for a broad variety of Interactive services
Experience/Education:
4+ years experience or equivalent exposure to an agency
BA or BS with focus on communication: Advertising/Marketing
Demonstrated experience with social media platforms, including, but not limited to Facebook, foursquare, Pinterest, Twitter, YouTube, Google+ and
Path
Experience with leveraging social media management and analytics tools, including, but not limited to HootSuite, Visible Technologies, Radian 6 and
Crimson Hexagon
Experience writing, editing and crafting content for the social media space"
305,"Xelleration is seeking a full time Social Media/Marketing Coordinator. The ideal candidate for this
position is hardworking, with an entrepreneurial spirit and a passion for social media marketing and for
general marketing activities like events, campaigns, marketing content creation, lead tracking and
management, Market Research and Partner, Microsoft and Client Relationship and PR management.
Essential Functions and Tasks:
· Create content for blogs, micro-blogs, online marketing campaigns, social media posts, website
content, as well as miscellaneous marketing materials
· Help coordinate and plan social media content both internally and for external clients
· Interact with clients on their social media needs and manage multiple projects related to social
media content development and reputation management
· Ability to take on new channels and responsibilities as program grows
· Stay current with social media and marketing trends
· Assist with marketing event coordination as well as marketing campaigns
· Experience with creative content writing specifically related to social media and website content
management
Preferred Qualifications:
1-2 years social marketing experience within a business structure
General understanding of SEO and key word research
Creative content writing experience (communications or marketing degree preferred)
Good written and verbal Communication skills
Good Technical Writing skills in a Publishing Fashion and Style
Experience with Photoshop, Illustrator, HTML and CSS is a plus
Excellent written and verbal communication skills
Detail oriented and highly organized
Microsoft SharePoint familiarity is a plus
Team player and positive attitude"
306,"Social Media Marketing Manager-Framingham, MA-6 Month Contract
This position is responsible for managing and implementing social media strategies that
drive audience growth, measurable engagement, and demand generation. This position will
be part of the security business unit, liaising between multiple internal teams and
stakeholders.
This role manages social channels that may include tens of thousands of individuals. A key
stakeholder in shaping the company's brand perception, the position requires constant
learning due to the rapid pace of change in social media. Planning time horizon is typically
fairly short and tactics are adjusted often, based on content performance and
opportunities.
Key Responsibilities
* Oversee social content strategy, including the sourcing of content (internal and external)
and publishing in multiple social networks
* Ensure content is adapted to specific channels while maintaining consistent brand
messaging across platforms
* Bring the social elements of the brand to life in order to drive audience engagement and
development
* Act as a resident ""Social Media Expert"", actively following and teaching best practices
* Facilitate social media advocacy among employees and external influencers, extending
the brand's reach
* Experiment with new techniques and technologies to increase the effectiveness of social
media campaigns
* Identify, interpret, and capitalize on social media trends
Required Qualifications
* Typically 6 to 10 years of marketing experience for a technology company including 4
years of social media responsibilities
* Security experience a plus
* Solid understanding of B2B demand generation, lead generation and lead nurturing
* Top-notch communication skills, especially writing and editing
* Experience marketing to IT professionals
* Proven track record of running social media programs that have delivered measurable
results
* Proven hands-on experience growing and engaging an audience via Twitter, LinkedIn,
Facebook, YouTube, SlideShare, Google+, and blogs
* Experience with various marketing and social measurement tools / platforms (e.g.,
Salesforce Marketing Cloud, HootSuite, WordPress)
* Experience with managing hybrid (paid / organic) social media programs including
promoted Twitter posts, Facebook sponsored stories, LinkedIn Follow Ads and Google+
sponsored campaigns
* Experience blogging and/or working directly with bloggers
* Hands-on experience writing / editing content which adheres to SEO best practices
* Experience with CRMs (Salesforce.com) and marketing automation platforms (e.g.,
Marketo, Eloqua)
* ""Can-do"" attitude with a relentless obsession for customer satisfaction and audience
engagement
* Must be a natural networker that enjoys connecting people, content and ideas using the
latest technology
* Cool under pressure, good at project management, and has the ability to thrive in a
fast-paced environment
* Business travel of approximately 5 percent yearly is expected for this position
* Bachelor's Degree in Marketing, Communications, Advertising or equivalent relevant
experience. Social media certifications and/or coursework a plus"
307,"This position is responsible for managing and implementing social media strategies that drive
audience growth, measurable engagement, and demand generation.
Key Responsibilities
Oversee social content strategy, including the sourcing of content (internal & external) and
publishing in multiple social networks
Ensure content is adapted to specific channels while maintaining consistent brand
messaging across platforms
Bring the social elements of the brand to life in order to drive audience engagement and
development
Act as a resident “social media expert”, actively following and teaching best practices
Facilitate social media advocacy among employees and external influencers, extending the
brand’s reach.
Experiment with new techniques and technologies to increase the effectiveness of social
media campaigns. Identify, interpret, and capitalize on social media trends.
Manages social channels.
A key stakeholder in shaping the company’s brand perception
Requirements:
Bachelor’s Degree in Marketing, Communications, Advertising or equivalent relevant
experience. Social media certifications and/or coursework a plus.
Typically 6 to 10 years of marketing experience for a technology company including 4
years of social media responsibilities. Security experience a plus, but not required.
Solid understanding of B2B demand generation, lead generation and lead nurturing
Experience marketing to IT professionals
Proven track record of running social media programs that have delivered measurable
results
Proven hands-on experience growing and engaging an audience via Twitter, LinkedIn,
Facebook, YouTube, SlideShare, Google+, and blogs
Experience with various marketing and social measurement tools/platforms (e.g.,
Salesforce Marketing Cloud, HootSuite, WordPress)
Experience with managing hybrid (paid/organic) social media programs including promoted
Twitter posts, Facebook sponsored stories, LinkedIn Follow Ads and Google+ sponsored
campaigns
Experience blogging and/or working directly with bloggers
Hands-on experience writing/editing content which adheres to SEO best practices
Experience with CRM’s (Salesforce.com) and marketing automation platforms (e.g.,
Marketo, Eloqua)
A “can-do” attitude with a relentless obsession for customer satisfaction and audience
engagement
A natural networker that enjoys connecting people, content and ideas using the latest
technology
Cool under pressure, good at project management, and has the ability to thrive in a
fast-paced environment
Business travel of approximately 5 percent yearly is expected for this position"
